setting_id,dataset,task,backbone,method,lambda,fold,seed,status,trained_artifact_present,source_complete_path,checkpoint_sha256,outcome_access_evidence
S2,OpenBMI,MI,EEGConformer,MMD,0.1,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,ERM,0.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,DANN,1.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,MMD,1.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S2,OpenBMI,MI,EEGConformer,CORAL,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
