task,fold,stage,variant,logits_max_abs_diff,representations_max_abs_diff,predictions_exact_match,gate_initial_max_abs_diff,status
OpenBMI_ERP,3,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,3,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_ERP,4,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,0,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,1,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,2,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,3,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
OpenBMI_SSVEP,4,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,0,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,1,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,2,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,3,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,discovery,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,discovery,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,discovery,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,refit,P_ONLY_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,refit,RANDOM_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
WBCIC_MI,4,refit,PROTECTED_NATIVE_TRANSFER_GATE,0.0,0.0,True,0.0,PASS
