fold,seed,task,metric,subject,session,representation,value
0,1,ssvep,rdm,20,2,protected,0.8285714285714287
0,1,ssvep,rdm,21,1,protected,1.0
0,1,ssvep,rdm,21,2,protected,0.8857142857142858
0,1,ssvep,rdm,22,1,protected,0.7142857142857143
0,1,ssvep,rdm,22,2,protected,0.942857142857143
0,1,ssvep,rdm,23,1,protected,0.6
0,1,ssvep,rdm,23,2,protected,0.14285714285714288
0,1,ssvep,rdm,24,1,protected,0.7142857142857143
0,1,ssvep,rdm,24,2,protected,0.942857142857143
0,1,ssvep,rdm,25,1,protected,1.0
0,1,ssvep,rdm,25,2,protected,0.942857142857143
0,1,ssvep,rdm,26,1,protected,0.942857142857143
0,1,ssvep,rdm,26,2,protected,0.3714285714285715
0,1,ssvep,rdm,27,1,protected,0.8857142857142858
0,1,ssvep,rdm,27,2,protected,0.8285714285714287
0,1,ssvep,rdm,29,1,protected,0.7142857142857143
0,1,ssvep,rdm,29,2,protected,0.6571428571428573
0,1,ssvep,rdm,30,1,protected,0.8857142857142858
0,1,ssvep,rdm,30,2,protected,0.942857142857143
0,1,ssvep,rdm,31,1,protected,-0.08571428571428573
0,1,ssvep,rdm,31,2,protected,-0.08571428571428573
0,1,ssvep,rdm,34,1,protected,-0.6
0,1,ssvep,rdm,34,2,protected,0.2
0,1,ssvep,rdm,35,1,protected,0.5428571428571429
0,1,ssvep,rdm,35,2,protected,0.5428571428571429
0,1,ssvep,rdm,37,1,protected,-0.08571428571428573
0,1,ssvep,rdm,37,2,protected,-0.14285714285714288
0,1,ssvep,rdm,38,1,protected,0.028571428571428574
0,1,ssvep,rdm,38,2,protected,0.6571428571428573
0,1,ssvep,rdm,39,1,protected,0.8285714285714287
0,1,ssvep,rdm,39,2,protected,0.8857142857142858
0,1,ssvep,rdm,4,1,protected,0.8285714285714287
0,1,ssvep,rdm,4,2,protected,0.7714285714285715
0,1,ssvep,rdm,41,1,protected,0.942857142857143
0,1,ssvep,rdm,41,2,protected,1.0
0,1,ssvep,rdm,42,1,protected,0.6571428571428573
0,1,ssvep,rdm,42,2,protected,0.7714285714285715
0,1,ssvep,rdm,43,1,protected,0.7142857142857143
0,1,ssvep,rdm,43,2,protected,0.08571428571428573
0,1,ssvep,rdm,44,1,protected,0.6
0,1,ssvep,rdm,44,2,protected,0.8857142857142858
0,1,ssvep,rdm,46,1,protected,0.3142857142857143
0,1,ssvep,rdm,46,2,protected,-0.08571428571428573
0,1,ssvep,rdm,49,1,protected,0.6571428571428573
0,1,ssvep,rdm,49,2,protected,0.942857142857143
0,1,ssvep,rdm,5,1,protected,0.7142857142857143
0,1,ssvep,rdm,5,2,protected,0.7714285714285715
0,1,ssvep,rdm,51,1,protected,0.028571428571428574
0,1,ssvep,rdm,51,2,protected,0.3142857142857143
0,1,ssvep,rdm,52,1,protected,0.48571428571428577
0,1,ssvep,rdm,52,2,protected,0.2
0,1,ssvep,rdm,7,1,protected,0.7142857142857143
0,1,ssvep,rdm,7,2,protected,0.8285714285714287
0,1,ssvep,rdm,8,1,protected,0.028571428571428574
0,1,ssvep,rdm,8,2,protected,0.08571428571428573
0,1,ssvep,rdm,9,1,protected,0.6571428571428573
0,1,ssvep,rdm,9,2,protected,0.6
1,0,ssvep,rdm,12,1,protected,0.8285714285714287
1,0,ssvep,rdm,12,2,protected,0.7714285714285715
1,0,ssvep,rdm,13,1,protected,0.2
1,0,ssvep,rdm,13,2,protected,0.3142857142857143
1,0,ssvep,rdm,14,1,protected,0.2571428571428572
1,0,ssvep,rdm,14,2,protected,-0.028571428571428574
1,0,ssvep,rdm,15,1,protected,0.2
1,0,ssvep,rdm,15,2,protected,0.2
1,0,ssvep,rdm,18,1,protected,0.48571428571428577
1,0,ssvep,rdm,18,2,protected,0.6
1,0,ssvep,rdm,2,1,protected,0.6
1,0,ssvep,rdm,2,2,protected,0.48571428571428577
1,0,ssvep,rdm,20,1,protected,0.3714285714285715
1,0,ssvep,rdm,20,2,protected,0.08571428571428573
1,0,ssvep,rdm,21,1,protected,0.48571428571428577
1,0,ssvep,rdm,21,2,protected,0.14285714285714288
1,0,ssvep,rdm,23,1,protected,0.48571428571428577
1,0,ssvep,rdm,23,2,protected,0.028571428571428574
1,0,ssvep,rdm,24,1,protected,0.48571428571428577
1,0,ssvep,rdm,24,2,protected,0.14285714285714288
1,0,ssvep,rdm,26,1,protected,0.5428571428571429
1,0,ssvep,rdm,26,2,protected,0.8285714285714287
1,0,ssvep,rdm,27,1,protected,0.6571428571428573
1,0,ssvep,rdm,27,2,protected,0.6571428571428573
1,0,ssvep,rdm,28,1,protected,0.4285714285714286
1,0,ssvep,rdm,28,2,protected,0.3142857142857143
1,0,ssvep,rdm,29,1,protected,0.4285714285714286
1,0,ssvep,rdm,29,2,protected,0.7142857142857143
1,0,ssvep,rdm,30,1,protected,-0.3714285714285715
1,0,ssvep,rdm,30,2,protected,0.2571428571428572
1,0,ssvep,rdm,31,1,protected,0.7714285714285715
1,0,ssvep,rdm,31,2,protected,0.6571428571428573
1,0,ssvep,rdm,32,1,protected,0.2571428571428572
1,0,ssvep,rdm,32,2,protected,-0.3714285714285715
1,0,ssvep,rdm,33,1,protected,0.14285714285714288
1,0,ssvep,rdm,33,2,protected,-0.08571428571428573
1,0,ssvep,rdm,34,1,protected,0.4285714285714286
1,0,ssvep,rdm,34,2,protected,0.6
1,0,ssvep,rdm,36,1,protected,0.8285714285714287
1,0,ssvep,rdm,36,2,protected,0.8857142857142858
1,0,ssvep,rdm,37,1,protected,0.8285714285714287
1,0,ssvep,rdm,37,2,protected,0.7714285714285715
1,0,ssvep,rdm,39,1,protected,0.7714285714285715
1,0,ssvep,rdm,39,2,protected,0.8285714285714287
1,0,ssvep,rdm,4,1,protected,0.6
1,0,ssvep,rdm,4,2,protected,0.48571428571428577
1,0,ssvep,rdm,41,1,protected,0.5428571428571429
1,0,ssvep,rdm,41,2,protected,0.8285714285714287
1,0,ssvep,rdm,44,1,protected,0.7714285714285715
1,0,ssvep,rdm,44,2,protected,0.8857142857142858
1,0,ssvep,rdm,46,1,protected,0.028571428571428574
1,0,ssvep,rdm,46,2,protected,0.3714285714285715
1,0,ssvep,rdm,47,1,protected,0.7142857142857143
1,0,ssvep,rdm,47,2,protected,0.6
1,0,ssvep,rdm,49,1,protected,0.48571428571428577
1,0,ssvep,rdm,49,2,protected,0.14285714285714288
1,0,ssvep,rdm,51,1,protected,0.7142857142857143
1,0,ssvep,rdm,51,2,protected,0.2571428571428572
1,0,ssvep,rdm,52,1,protected,0.7714285714285715
1,0,ssvep,rdm,52,2,protected,0.6
1,0,ssvep,rdm,53,1,protected,0.2571428571428572
1,0,ssvep,rdm,53,2,protected,0.2
1,0,ssvep,rdm,54,1,protected,0.6
1,0,ssvep,rdm,54,2,protected,0.48571428571428577
1,0,ssvep,rdm,8,1,protected,0.7142857142857143
1,0,ssvep,rdm,8,2,protected,0.7714285714285715
1,0,ssvep,rdm,9,1,protected,0.8285714285714287
1,0,ssvep,rdm,9,2,protected,0.6
1,1,ssvep,rdm,12,1,protected,0.8857142857142858
1,1,ssvep,rdm,12,2,protected,0.8857142857142858
1,1,ssvep,rdm,13,1,protected,0.08571428571428573
1,1,ssvep,rdm,13,2,protected,0.48571428571428577
1,1,ssvep,rdm,14,1,protected,0.7714285714285715
1,1,ssvep,rdm,14,2,protected,0.3142857142857143
1,1,ssvep,rdm,15,1,protected,0.6
1,1,ssvep,rdm,15,2,protected,0.5428571428571429
1,1,ssvep,rdm,18,1,protected,0.8285714285714287
1,1,ssvep,rdm,18,2,protected,0.6571428571428573
1,1,ssvep,rdm,2,1,protected,1.0
1,1,ssvep,rdm,2,2,protected,0.8285714285714287
1,1,ssvep,rdm,20,1,protected,0.7142857142857143
1,1,ssvep,rdm,20,2,protected,0.942857142857143
1,1,ssvep,rdm,21,1,protected,0.7714285714285715
1,1,ssvep,rdm,21,2,protected,0.5428571428571429
1,1,ssvep,rdm,23,1,protected,-0.5428571428571429
1,1,ssvep,rdm,23,2,protected,-0.5428571428571429
1,1,ssvep,rdm,24,1,protected,0.7714285714285715
1,1,ssvep,rdm,24,2,protected,0.6571428571428573
1,1,ssvep,rdm,26,1,protected,0.942857142857143
1,1,ssvep,rdm,26,2,protected,0.6
1,1,ssvep,rdm,27,1,protected,0.8857142857142858
1,1,ssvep,rdm,27,2,protected,0.8285714285714287
1,1,ssvep,rdm,28,1,protected,0.7714285714285715
1,1,ssvep,rdm,28,2,protected,0.48571428571428577
1,1,ssvep,rdm,29,1,protected,0.942857142857143
1,1,ssvep,rdm,29,2,protected,0.8857142857142858
1,1,ssvep,rdm,30,1,protected,0.8285714285714287
1,1,ssvep,rdm,30,2,protected,0.942857142857143
1,1,ssvep,rdm,31,1,protected,0.6
1,1,ssvep,rdm,31,2,protected,0.8285714285714287
1,1,ssvep,rdm,32,1,protected,-0.6
1,1,ssvep,rdm,32,2,protected,-0.3714285714285715
1,1,ssvep,rdm,33,1,protected,0.5428571428571429
1,1,ssvep,rdm,33,2,protected,0.6571428571428573
1,1,ssvep,rdm,34,1,protected,-0.028571428571428574
1,1,ssvep,rdm,34,2,protected,-0.028571428571428574
1,1,ssvep,rdm,36,1,protected,0.8857142857142858
1,1,ssvep,rdm,36,2,protected,0.7714285714285715
1,1,ssvep,rdm,37,1,protected,0.7142857142857143
1,1,ssvep,rdm,37,2,protected,0.7714285714285715
1,1,ssvep,rdm,39,1,protected,0.48571428571428577
1,1,ssvep,rdm,39,2,protected,0.6
1,1,ssvep,rdm,4,1,protected,0.3714285714285715
1,1,ssvep,rdm,4,2,protected,0.7714285714285715
1,1,ssvep,rdm,41,1,protected,0.6
1,1,ssvep,rdm,41,2,protected,0.8285714285714287
1,1,ssvep,rdm,44,1,protected,0.8857142857142858
1,1,ssvep,rdm,44,2,protected,0.942857142857143
1,1,ssvep,rdm,46,1,protected,0.14285714285714288
1,1,ssvep,rdm,46,2,protected,0.8857142857142858
1,1,ssvep,rdm,47,1,protected,-0.3714285714285715
1,1,ssvep,rdm,47,2,protected,0.942857142857143
1,1,ssvep,rdm,49,1,protected,0.3142857142857143
1,1,ssvep,rdm,49,2,protected,0.4285714285714286
1,1,ssvep,rdm,51,1,protected,-0.028571428571428574
1,1,ssvep,rdm,51,2,protected,-0.5428571428571429
1,1,ssvep,rdm,52,1,protected,0.7142857142857143
1,1,ssvep,rdm,52,2,protected,0.942857142857143
1,1,ssvep,rdm,53,1,protected,0.8285714285714287
1,1,ssvep,rdm,53,2,protected,0.6
1,1,ssvep,rdm,54,1,protected,0.7714285714285715
1,1,ssvep,rdm,54,2,protected,0.7142857142857143
1,1,ssvep,rdm,8,1,protected,0.5428571428571429
1,1,ssvep,rdm,8,2,protected,-0.08571428571428573
1,1,ssvep,rdm,9,1,protected,0.942857142857143
1,1,ssvep,rdm,9,2,protected,1.0
2,0,ssvep,rdm,1,1,protected,0.6
2,0,ssvep,rdm,1,2,protected,1.0
2,0,ssvep,rdm,10,1,protected,0.4285714285714286
2,0,ssvep,rdm,10,2,protected,0.7142857142857143
2,0,ssvep,rdm,11,1,protected,0.8857142857142858
2,0,ssvep,rdm,11,2,protected,0.942857142857143
2,0,ssvep,rdm,12,1,protected,0.7714285714285715
2,0,ssvep,rdm,12,2,protected,0.8857142857142858
2,0,ssvep,rdm,13,1,protected,0.6
2,0,ssvep,rdm,13,2,protected,0.3142857142857143
2,0,ssvep,rdm,15,1,protected,0.2571428571428572
2,0,ssvep,rdm,15,2,protected,0.4285714285714286
2,0,ssvep,rdm,19,1,protected,0.6571428571428573
2,0,ssvep,rdm,19,2,protected,0.942857142857143
2,0,ssvep,rdm,2,1,protected,1.0
2,0,ssvep,rdm,2,2,protected,0.8285714285714287
2,0,ssvep,rdm,20,1,protected,0.8857142857142858
2,0,ssvep,rdm,20,2,protected,0.7714285714285715
2,0,ssvep,rdm,21,1,protected,0.6
2,0,ssvep,rdm,21,2,protected,0.8285714285714287
2,0,ssvep,rdm,23,1,protected,0.6571428571428573
2,0,ssvep,rdm,23,2,protected,0.2571428571428572
2,0,ssvep,rdm,24,1,protected,0.2571428571428572
2,0,ssvep,rdm,24,2,protected,0.028571428571428574
2,0,ssvep,rdm,27,1,protected,0.942857142857143
2,0,ssvep,rdm,27,2,protected,0.942857142857143
2,0,ssvep,rdm,28,1,protected,0.7142857142857143
2,0,ssvep,rdm,28,2,protected,0.5428571428571429
2,0,ssvep,rdm,3,1,protected,0.942857142857143
2,0,ssvep,rdm,3,2,protected,1.0
2,0,ssvep,rdm,31,1,protected,0.6
2,0,ssvep,rdm,31,2,protected,0.48571428571428577
2,0,ssvep,rdm,32,1,protected,0.7714285714285715
2,0,ssvep,rdm,32,2,protected,0.6571428571428573
2,0,ssvep,rdm,33,1,protected,0.6
2,0,ssvep,rdm,33,2,protected,0.8285714285714287
2,0,ssvep,rdm,35,1,protected,0.8285714285714287
2,0,ssvep,rdm,35,2,protected,0.08571428571428573
2,0,ssvep,rdm,36,1,protected,0.7142857142857143
2,0,ssvep,rdm,36,2,protected,0.7714285714285715
2,0,ssvep,rdm,37,1,protected,0.8285714285714287
2,0,ssvep,rdm,37,2,protected,0.8285714285714287
2,0,ssvep,rdm,38,1,protected,0.8857142857142858
2,0,ssvep,rdm,38,2,protected,1.0
2,0,ssvep,rdm,39,1,protected,0.942857142857143
2,0,ssvep,rdm,39,2,protected,0.8857142857142858
2,0,ssvep,rdm,40,1,protected,1.0
2,0,ssvep,rdm,40,2,protected,0.8857142857142858
2,0,ssvep,rdm,41,1,protected,0.8285714285714287
2,0,ssvep,rdm,41,2,protected,0.8285714285714287
2,0,ssvep,rdm,42,1,protected,0.7142857142857143
2,0,ssvep,rdm,42,2,protected,0.3142857142857143
2,0,ssvep,rdm,43,1,protected,0.8285714285714287
2,0,ssvep,rdm,43,2,protected,0.7714285714285715
2,0,ssvep,rdm,45,1,protected,0.7142857142857143
2,0,ssvep,rdm,45,2,protected,0.6
2,0,ssvep,rdm,46,1,protected,0.4285714285714286
2,0,ssvep,rdm,46,2,protected,0.942857142857143
2,0,ssvep,rdm,47,1,protected,-0.4285714285714286
2,0,ssvep,rdm,47,2,protected,0.7714285714285715
2,0,ssvep,rdm,48,1,protected,0.6571428571428573
2,0,ssvep,rdm,48,2,protected,0.5428571428571429
2,0,ssvep,rdm,50,1,protected,0.942857142857143
2,0,ssvep,rdm,50,2,protected,0.6
2,0,ssvep,rdm,53,1,protected,0.7714285714285715
2,0,ssvep,rdm,53,2,protected,0.3714285714285715
2,0,ssvep,rdm,8,1,protected,0.7714285714285715
2,0,ssvep,rdm,8,2,protected,0.8285714285714287
2,1,ssvep,rdm,1,1,protected,0.942857142857143
2,1,ssvep,rdm,1,2,protected,0.7714285714285715
2,1,ssvep,rdm,10,1,protected,0.7714285714285715
2,1,ssvep,rdm,10,2,protected,0.7142857142857143
2,1,ssvep,rdm,11,1,protected,1.0
2,1,ssvep,rdm,11,2,protected,0.942857142857143
2,1,ssvep,rdm,12,1,protected,1.0
2,1,ssvep,rdm,12,2,protected,0.8285714285714287
2,1,ssvep,rdm,13,1,protected,0.4285714285714286
2,1,ssvep,rdm,13,2,protected,0.3714285714285715
2,1,ssvep,rdm,15,1,protected,0.3142857142857143
2,1,ssvep,rdm,15,2,protected,-0.028571428571428574
2,1,ssvep,rdm,19,1,protected,0.942857142857143
2,1,ssvep,rdm,19,2,protected,0.6
2,1,ssvep,rdm,2,1,protected,0.7714285714285715
2,1,ssvep,rdm,2,2,protected,0.4285714285714286
2,1,ssvep,rdm,20,1,protected,0.8285714285714287
2,1,ssvep,rdm,20,2,protected,0.5428571428571429
2,1,ssvep,rdm,21,1,protected,0.4285714285714286
2,1,ssvep,rdm,21,2,protected,0.6
2,1,ssvep,rdm,23,1,protected,0.4285714285714286
2,1,ssvep,rdm,23,2,protected,0.2571428571428572
2,1,ssvep,rdm,24,1,protected,0.6
2,1,ssvep,rdm,24,2,protected,0.5428571428571429
2,1,ssvep,rdm,27,1,protected,0.942857142857143
2,1,ssvep,rdm,27,2,protected,0.942857142857143
2,1,ssvep,rdm,28,1,protected,0.4285714285714286
2,1,ssvep,rdm,28,2,protected,0.4285714285714286
2,1,ssvep,rdm,3,1,protected,0.942857142857143
2,1,ssvep,rdm,3,2,protected,0.6571428571428573
2,1,ssvep,rdm,31,1,protected,0.942857142857143
2,1,ssvep,rdm,31,2,protected,0.8285714285714287
2,1,ssvep,rdm,32,1,protected,0.14285714285714288
2,1,ssvep,rdm,32,2,protected,-0.14285714285714288
2,1,ssvep,rdm,33,1,protected,0.3714285714285715
2,1,ssvep,rdm,33,2,protected,0.5428571428571429
2,1,ssvep,rdm,35,1,protected,0.7142857142857143
2,1,ssvep,rdm,35,2,protected,0.5428571428571429
2,1,ssvep,rdm,36,1,protected,0.8285714285714287
2,1,ssvep,rdm,36,2,protected,0.7714285714285715
2,1,ssvep,rdm,37,1,protected,0.942857142857143
2,1,ssvep,rdm,37,2,protected,0.6571428571428573
2,1,ssvep,rdm,38,1,protected,0.7714285714285715
2,1,ssvep,rdm,38,2,protected,0.6
2,1,ssvep,rdm,39,1,protected,0.6
2,1,ssvep,rdm,39,2,protected,0.48571428571428577
2,1,ssvep,rdm,40,1,protected,0.7714285714285715
2,1,ssvep,rdm,40,2,protected,0.8285714285714287
2,1,ssvep,rdm,41,1,protected,0.7714285714285715
2,1,ssvep,rdm,41,2,protected,0.6
2,1,ssvep,rdm,42,1,protected,0.942857142857143
2,1,ssvep,rdm,42,2,protected,0.08571428571428573
2,1,ssvep,rdm,43,1,protected,1.0
2,1,ssvep,rdm,43,2,protected,0.8285714285714287
2,1,ssvep,rdm,45,1,protected,0.7714285714285715
2,1,ssvep,rdm,45,2,protected,0.5428571428571429
2,1,ssvep,rdm,46,1,protected,0.14285714285714288
2,1,ssvep,rdm,46,2,protected,0.48571428571428577
2,1,ssvep,rdm,47,1,protected,0.7714285714285715
2,1,ssvep,rdm,47,2,protected,0.5428571428571429
2,1,ssvep,rdm,48,1,protected,0.5428571428571429
2,1,ssvep,rdm,48,2,protected,0.3714285714285715
2,1,ssvep,rdm,50,1,protected,0.7714285714285715
2,1,ssvep,rdm,50,2,protected,0.7142857142857143
2,1,ssvep,rdm,53,1,protected,0.5428571428571429
2,1,ssvep,rdm,53,2,protected,0.4285714285714286
2,1,ssvep,rdm,8,1,protected,0.8857142857142858
2,1,ssvep,rdm,8,2,protected,0.7142857142857143
