model,task,fold,seed,status,rank,intersection_rank,overlap_fraction,jaccard,exact_same_selection,PU_block_ids,Uonly_block_ids,shared_block_ids
EEGConformer,OpenBMI_MI,0,2,ESTIMABLE,3,3,1.0,1.0,True,1;2,1;2,1;2
EEGConformer,OpenBMI_MI,1,0,ESTIMABLE,5,5,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_MI,1,1,ESTIMABLE,4,4,1.0,1.0,True,3,3,3
EEGConformer,OpenBMI_MI,1,2,ESTIMABLE,5,5,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_MI,2,0,ESTIMABLE,5,5,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_MI,2,1,ESTIMABLE,7,7,1.0,1.0,True,1;2;3,1;2;3,1;2;3
EEGConformer,OpenBMI_MI,2,2,ESTIMABLE,5,5,1.0,1.0,True,1;3,1;3,1;3
EEGConformer,OpenBMI_MI,3,0,ESTIMABLE,4,4,1.0,1.0,True,3,3,3
EEGConformer,OpenBMI_MI,3,1,ESTIMABLE,5,5,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_MI,3,2,ESTIMABLE,4,4,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_MI,4,0,ESTIMABLE,3,3,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,OpenBMI_MI,4,1,ESTIMABLE,6,6,1.0,1.0,True,2;3;4,2;3;4,2;3;4
EEGConformer,OpenBMI_MI,4,2,ESTIMABLE,8,8,1.0,1.0,True,1;2;3;4,1;2;3;4,1;2;3;4
EEGConformer,OpenBMI_ERP,0,0,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_ERP,0,1,ESTIMABLE,8,8,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,OpenBMI_ERP,0,2,ESTIMABLE,5,5,1.0,1.0,True,5;6,5;6,5;6
EEGConformer,OpenBMI_ERP,1,0,ESTIMABLE,8,4,0.5,0.3333333333333333,False,3;4,4;6,4
EEGConformer,OpenBMI_ERP,1,1,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_ERP,1,2,ESTIMABLE,9,9,1.0,1.0,True,4;5;6,4;5;6,4;5;6
EEGConformer,OpenBMI_ERP,2,0,ESTIMABLE,4,4,1.0,1.0,True,3,3,3
EEGConformer,OpenBMI_ERP,2,1,ESTIMABLE,4,4,1.0,1.0,True,5,5,5
EEGConformer,OpenBMI_ERP,2,2,ESTIMABLE,8,4,0.5,0.3333333333333333,False,3;4,4;6,4
EEGConformer,OpenBMI_ERP,3,0,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_ERP,3,1,ESTIMABLE,8,8,1.0,1.0,True,4;5,4;5,4;5
EEGConformer,OpenBMI_ERP,3,2,ESTIMABLE,4,4,1.0,1.0,True,5,5,5
EEGConformer,OpenBMI_ERP,4,0,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_ERP,4,1,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_ERP,4,2,ESTIMABLE,8,8,1.0,1.0,True,3;5,3;5,3;5
EEGConformer,OpenBMI_SSVEP,0,0,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_SSVEP,0,1,ESTIMABLE,8,8,1.0,1.0,True,4;5,4;5,4;5
EEGConformer,OpenBMI_SSVEP,0,2,ESTIMABLE,4,4,1.0,1.0,True,3,3,3
EEGConformer,OpenBMI_SSVEP,1,0,ESTIMABLE,5,5,1.0,1.0,True,1;2;4;5,1;2;4;5,1;2;4;5
EEGConformer,OpenBMI_SSVEP,1,1,ESTIMABLE,4,4,1.0,1.0,True,4,4,4
EEGConformer,OpenBMI_SSVEP,1,2,ESTIMABLE,5,5,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_SSVEP,2,0,ESTIMABLE,8,8,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_SSVEP,2,1,ESTIMABLE,8,8,1.0,1.0,True,4;5,4;5,4;5
EEGConformer,OpenBMI_SSVEP,2,2,ESTIMABLE,8,8,1.0,1.0,True,2;3,2;3,2;3
EEGConformer,OpenBMI_SSVEP,3,0,ESTIMABLE,5,5,1.0,1.0,True,4;5,4;5,4;5
EEGConformer,OpenBMI_SSVEP,3,1,ESTIMABLE,8,8,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,OpenBMI_SSVEP,3,2,ESTIMABLE,7,7,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,OpenBMI_SSVEP,4,0,ESTIMABLE,5,5,1.0,1.0,True,5;6,5;6,5;6
EEGConformer,OpenBMI_SSVEP,4,1,ESTIMABLE,8,8,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,OpenBMI_SSVEP,4,2,ESTIMABLE,5,5,1.0,1.0,True,3;4;5;6,3;4;5;6,3;4;5;6
EEGConformer,WBCIC_MI,0,0,ESTIMABLE,2,2,1.0,1.0,True,2,2,2
EEGConformer,WBCIC_MI,0,1,ESTIMABLE,4,4,1.0,1.0,True,2,2,2
EEGConformer,WBCIC_MI,1,0,ESTIMABLE,2,2,1.0,1.0,True,2,2,2
EEGConformer,WBCIC_MI,1,1,ESTIMABLE,2,2,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,WBCIC_MI,1,2,ESTIMABLE,1,1,1.0,1.0,True,3,3,3
EEGConformer,WBCIC_MI,2,0,ESTIMABLE,2,2,1.0,1.0,True,2,2,2
EEGConformer,WBCIC_MI,2,1,ESTIMABLE,2,2,1.0,1.0,True,3,3,3
EEGConformer,WBCIC_MI,2,2,ESTIMABLE,2,2,1.0,1.0,True,3;4,3;4,3;4
EEGConformer,WBCIC_MI,3,0,ESTIMABLE,5,5,1.0,1.0,True,1;2,1;2,1;2
EEGConformer,WBCIC_MI,3,1,ESTIMABLE,2,2,1.0,1.0,True,2,2,2
EEGConformer,WBCIC_MI,4,0,ESTIMABLE,1,1,1.0,1.0,True,3,3,3
EEGConformer,WBCIC_MI,4,1,ESTIMABLE,1,1,1.0,1.0,True,3,3,3
EEGConformer,WBCIC_MI,4,2,ESTIMABLE,1,1,1.0,1.0,True,2,2,2
